0.0005455065	-0.042544443	0.044594135	0.09044274	0.02306142	-0.09192872	-0.037042845	0.009401449	0.024304975	-0.04407751	-0.044308938	0.014442027	0.058048133	-0.07521781	0.038260084	0.060168836
0.0037307837	-0.034345027	0.015231045	0.09640753	-0.015212305	-0.1291862	-0.09361523	-0.006826444	0.016394535	0.010086499	-0.06385914	0.07975118	0.055928793	-0.07763519	0.042660523	0.12507316
-0.012026443	0.030628145	0.07057277	0.0832756	-0.035850372	-0.09143409	-0.07107907	-0.02698212	0.0524954	-0.005513206	-0.10763709	0.0837488	-0.015556507	-0.02596512	0.019837756	0.10960625
0.07079851	-0.011594191	0.10988454	0.057454534	-0.0190297	-0.09355612	-0.11627871	0.02906263	-0.0118250325	-0.03263047	-0.08948927	0.08501883	0.078794956	-0.018303484	0.05185125	0.061282013
-0.089799814	-0.045793615	0.023259895	0.067865565	0.017763086	-0.02197909	-0.069458745	-0.026031611	-0.013138186	-0.05089875	-0.10114601	0.044692796	0.061375037	0.0029812397	0.025216341	0.031637345
0.03646573	-0.072322294	0.14123546	0.012482279	0.034458738	-0.069501966	-0.06557507	0.058519717	-0.009268901	-0.06382444	-0.095336504	0.08207271	0.0040460303	-0.075951956	0.04908683	0.027981935
-0.046493385	0.006572825	0.062196728	0.07114957	0.05713443	-0.11778124	-0.12661624	-0.053013038	0.0697526	-0.034120888	-0.0024742319	0.10992079	0.028370969	-0.07021942	0.02585091	0.03967471
0.051353555	-0.071209595	0.05213314	0.06955553	-0.018198986	-0.11313529	-0.036161803	-0.025050769	0.05042557	-0.0258562	-0.032658547	0.075133845	0.002830179	-0.020795228	0.042447817	0.0431413
0.04006823	-0.00673956	0.029276349	0.0553916	0.011658317	-0.05947147	-0.12174573	0.044306204	0.017246986	-0.02936625	-0.098852135	0.06134955	0.018372342	-0.01932134	0.046414632	0.07302328
-0.02148928	0.015002174	-0.006617658	0.094089046	-0.032513227	-0.037671644	-0.06378493	0.073841356	0.050695352	0.011655287	-0.0038089298	0.080762066	0.043830927	-0.058340203	-0.03211344	0.04420655
-0.066674255	0.009827018	-0.0141686015	0.10651065	-0.025171258	-0.04729453	0.012348894	0.06171662	0.009687914	-0.004448539	-0.0042483155	0.010472183	0.065567754	-0.057104927	0.02159742	0.047558933
