-0.0040886444	0.005401194	-0.012143283	0.0037085307	0.026531015	0.0135208	-0.04868821	0.12574598	0.10605213	0.060889207	-0.00021743223	0.0973056	0.013800748	-0.024424551	0.036051534	-0.020570453	-0.08494286	-0.09644013	-0.05557369	-0.06645379	-0.024921902	-0.10932436	0.014361099	0.043500077	-0.075524025	0.114525944	0.105896816	-0.051932283	-0.014760934	-0.05477126	0.038249597	-0.067476586
-0.017487885	-0.109468706	0.09498246	0.08667221	0.066491336	0.02067288	-0.14363092	0.110539466	0.06883569	0.0933663	0.0608191	0.10794425	-0.08643865	0.036887527	0.15336046	-0.077763855	-0.06598143	-0.17311262	-0.029094933	-0.116549246	-0.101657405	-0.105329245	-0.1075816	0.043512397	-0.18184789	0.15009834	0.07872906	-0.1138921	-0.08259276	-0.14875264	0.042321254	-0.10258478
-0.22910751	-0.16513996	0.29130208	0.25137752	0.275824	0.19110346	-0.16311072	0.09890599	-0.11709414	0.1785747	0.16959198	0.19753185	-0.055675685	0.21604878	0.32644773	-0.20782398	-0.20236565	-0.106368445	-0.10724512	-0.25361815	-0.23569825	-0.16089499	-0.23022538	0.28676257	-0.3069054	0.28221402	0.25554886	-0.25215206	-0.24620155	-0.21925347	0.2171419	-0.32279107
0.7720675	0.6022766	-0.7861356	-0.7291028	-0.73825157	-0.6667219	0.5651103	-0.37774798	0.7316771	-0.6412169	-0.5973134	-0.6566224	0.4707858	-0.71495366	-0.84656227	0.77647924	0.76407236	0.3771357	0.55663997	0.81334573	0.69003	0.55991626	0.78829926	-0.8467312	0.7972101	-0.9009138	-0.7704911	0.9168189	0.8335271	0.8038595	-0.8427192	0.87757885
0.02751088	0.03812082	-0.014159768	-0.0043399283	-0.04192554	-0.024653902	0.072465375	-0.09950339	0.04925152	0.016203944	-0.060220562	-0.06123367	0.089719094	-0.046398416	-0.09277562	0.02763428	0.03527017	0.064246766	0.04608277	0.041647527	0.05226978	0.06149022	0.009204339	0.01806632	0.033886746	-0.022398522	-0.0747685	0.081552915	0.06424439	-0.0060156863	-0.08272562	0.04598316
-0.053666178	0.112991504	-0.032111086	-0.03769212	0.010136705	0.053885855	0.009130285	-0.13713743	0.009508451	0.02072456	-0.007912509	-0.085153416	0.08922381	-0.038527276	-0.020449288	-0.03336076	-0.09742365	0.05961917	0.05584782	0.00778149	0.06392783	0.071711704	-0.01565795	-0.007715752	-0.046455383	0.011597501	-0.026043486	-0.024273364	-0.0064783464	-0.015238272	-0.038756512	-0.014283345
0.5746238	0.6690875	-0.6085921	-0.6475095	-0.6443976	-0.5162875	0.5454351	-0.5154469	0.5243357	-0.5533338	-0.4822804	-0.5845378	0.58352584	-0.6301008	-0.65046316	0.5399735	0.46242934	0.42019603	0.53704685	0.66754407	0.53227913	0.6226839	0.6505767	-0.67431694	0.65612143	-0.7025593	-0.67770624	0.7056149	0.6018489	0.5857692	-0.72581273	0.72950244
0.057775017	-0.048669923	-0.03770216	0.010745629	-0.013251932	-0.029312508	-0.043336585	0.15403126	0.08208906	-0.04434717	0.012040075	0.07515423	-0.020699993	-0.07755184	0.008206397	0.013318061	0.03207096	-0.18242274	-0.07763336	-0.0009859537	0.030490117	-0.08663979	0.059725553	-0.02960904	0.0147156175	0.02091829	0.023714108	0.009442026	0.062502414	0.08588867	-0.019362506	0.0624847
0.6793593	0.53886634	-0.6693264	-0.5860529	-0.5758603	-0.62757295	0.5433315	-0.38827622	0.60549736	-0.6113388	-0.4872114	-0.58542216	0.41222396	-0.5840045	-0.709188	0.5986212	0.5457821	0.4112036	0.49744412	0.6716578	0.58485556	0.53775346	0.60665214	-0.68122244	0.6510885	-0.77377	-0.6273129	0.7692574	0.64451206	0.60040647	-0.72243804	0.7460321
-0.008712019	-0.0633241	0.009784215	0.021138212	0.005021355	0.023478368	-0.036064234	0.09737932	0.024999615	0.092277765	0.07802102	0.007648865	-0.08789564	0.043047626	0.0666345	0.015711201	0.03817558	-0.023566883	-0.06684367	-0.06670053	-0.0505602	-0.022010399	-0.008341257	0.03471748	-0.049587388	0.096075274	0.004182564	-0.020756006	-0.042109556	-0.025509967	-0.011835222	-0.08172176
0.7323256	0.77034795	-0.71755457	-0.7378042	-0.7285773	-0.7278527	0.6991317	-0.61091447	0.65229785	-0.7421224	-0.61878973	-0.6965092	0.5994151	-0.75784993	-0.87755966	0.7001379	0.6246985	0.54405844	0.68006045	0.749203	0.6731898	0.6295806	0.7647812	-0.773197	0.76515096	-0.8084057	-0.784503	0.81979424	0.73627883	0.7442665	-0.80740935	0.8818227
-0.100373596	-0.14113119	0.13046296	0.195792	0.115715325	0.16974923	-0.20144935	0.1507355	-0.11772768	0.14318639	0.13778056	0.14528345	-0.15042193	0.13470204	0.2131543	-0.18014547	-0.22781938	-0.15779279	-0.19433345	-0.22495069	-0.11669289	-0.14015253	-0.15859386	0.19685936	-0.27228203	0.281068	0.13314891	-0.16204154	-0.17307128	-0.25909543	0.15525618	-0.2565595
0.48982507	0.29547113	-0.5168337	-0.41700414	-0.4211596	-0.40134415	0.30707166	-0.087211795	0.39439902	-0.3591866	-0.28813574	-0.34437656	0.1894685	-0.42291695	-0.50067663	0.45540667	0.4919309	0.087705	0.1883154	0.4198292	0.33284	0.266444	0.41370323	-0.508376	0.5058549	-0.5105609	-0.3658025	0.4805689	0.48536572	0.4093226	-0.48325437	0.55372405
-0.58275926	-0.41009915	0.5889307	0.5250663	0.5202502	0.49214748	-0.3905972	0.31993535	-0.46196437	0.48854613	0.41834998	0.49486062	-0.3484664	0.48756534	0.57752407	-0.5073918	-0.56407607	-0.19852883	-0.34800443	-0.57515526	-0.47589564	-0.40965688	-0.53760344	0.55123377	-0.6210265	0.6667294	0.52596116	-0.6012521	-0.55319124	-0.57597643	0.61167336	-0.64840746
0.017197117	0.032278936	0.017517043	0.009134623	-0.0616831	-0.031554107	0.083697595	-0.049029928	0.039929017	0.006746911	-0.02012809	-0.05631374	0.013759547	-0.049545594	-0.00463459	0.015231668	0.02595636	-0.0017882963	0.062238064	0.003116306	0.010158541	-0.009520194	0.01693223	-0.05846948	-0.020043073	-0.054199286	-0.027155058	0.040293615	0.05170941	0.04993506	-0.07656252	0.02473154
0.09481655	0.07815117	-0.0991033	-0.10485346	-0.09234496	-0.06804538	0.121191755	-0.12373128	0.11012707	-0.11345286	-0.08268889	-0.124021515	0.09303223	-0.084210195	-0.034710526	0.09914593	0.10576397	0.2385137	0.17018239	0.05471435	0.09418909	0.065670915	0.09320053	-0.10797223	0.065202035	-0.04080936	-0.12382457	0.09802286	0.04523365	0.08285172	-0.025660377	0.046807498
0.015494666	-0.034932572	0.028569615	0.0015442783	-0.01191016	-0.011613165	-0.036879703	0.097832866	-0.06145261	0.053937186	0.01028314	0.015716668	-0.041755356	-0.017853556	0.040806588	0.012401125	-0.026623305	-0.1408236	-0.052301202	-0.039626725	0.019269219	-0.019316439	-0.0044986783	0.010993051	0.001229956	-0.004039873	0.06747239	-0.013945519	0.036340747	0.0055232467	-0.008354758	-0.02456805
