,rho,650_src,660_src,670_src,680_src,690_src,700_src,710_src,720_src,730_src,740_src,750_src,760_src,770_src,780_src,790_src,800_src,810_src,820_src,830_src,840_src,850_src,860_src,870_src,880_src,890_src,900_src,910_src,920_src,930_src,940_src,950_src,960_src,970_src,980_src,990_src,650_dst,660_dst,670_dst,680_dst,690_dst,700_dst,710_dst,720_dst,730_dst,740_dst,750_dst,760_dst,770_dst,780_dst,790_dst,800_dst,810_dst,820_dst,830_dst,840_dst,850_dst,860_dst,870_dst,880_dst,890_dst,900_dst,910_dst,920_dst,930_dst,940_dst,950_dst,960_dst,970_dst,980_dst,990_dst,hhb,hbo2,ca,na
6,20,0.022359999999999998,0.00243,0.028360000000000003,0.04027,0.03478,0.04974,0.07377,0.07445,0.10811,0.16049000000000002,0.19277,0.24598000000000003,0.33255999999999997,0.40587,0.49475,0.58408,0.6491399999999999,0.73188,0.8109,0.87302,0.9446100000000001,0.9880700000000001,1.0193299999999998,1.00348,0.95676,0.9277200000000001,0.8586799999999999,0.80298,0.70891,0.64642,0.56779,0.45219,0.38598000000000005,0.32606,0.24491,0.0,0.0,0.0,1.8084796672768606e-17,0.0,2.5920128591801564e-16,2.754801409374339e-17,0.0,3.3437771881478277e-16,0.0,3.674548427763276e-16,4.71567782043284e-17,0.0,3.971425234308391e-16,3.461207036350191e-15,5.3918391412058676e-15,6.2926574713427545e-15,6.1155372900045175e-15,0.0,5.1782854577994275e-15,0.0,5.151446749814835e-15,2.077057805125709e-15,1.96284233582482e-15,3.6889915727687374e-16,0.0,0.0,1.7279216819456816e-15,1.683610933029216e-15,1.0922408562277658e-15,1.7344230728859099e-15,0.0,2.4044593612499017e-15,0.0,1.803069766080745e-14,7.93,5.39,3.26,2.36
8,20,0.0038799999999999998,0.03941,0.06738999999999999,0.09175,0.20158,0.33647,0.5082,0.65394,0.7938,0.90743,0.97062,0.9968100000000001,0.9915299999999999,0.91296,0.8424799999999999,0.75093,0.6943699999999999,0.59505,0.49558,0.45451,0.35206,0.31866,0.24124,0.22074000000000002,0.17324,0.11117,0.08787,0.06548999999999999,0.03762,0.0553,0.03467,0.011590000000000001,0.02827,0.012209999999999999,0.027760000000000003,0.0,6.847028144975979e-17,1.4775166440980813e-15,1.3969634934267906e-15,0.0,8.452220247657525e-16,0.0,0.0,1.2801408010711745e-14,1.7182835535459667e-14,0.0,1.0849333465041665e-14,0.0,0.0,5.83937044195843e-14,6.536876311166545e-14,7.556628475294698e-14,5.103243042481637e-14,0.0,3.3615892474280115e-14,0.0,1.564419505308936e-14,0.0,5.117996891099176e-15,2.471319243782028e-15,0.0,1.0823532705551742e-15,1.7892874617067167e-15,0.0,1.86512051996145e-15,2.0924019716641213e-15,0.0,4.788744674244471e-15,7.769135246026349e-15,0.0,7.55,3.0,2.22,2.18
11,20,0.0183,0.0,0.0,0.0,0.0,0.00116,0.00162,0.03288,0.05968,0.11865,0.20697,0.31335,0.4849,0.67318,0.81089,0.9216799999999999,1.01227,1.01681,0.95216,0.87385,0.76869,0.6564,0.5162899999999999,0.42200000000000004,0.33886,0.23818000000000003,0.20403,0.13510999999999998,0.11595,0.05259,0.04627,0.024569999999999998,0.00026000000000000003,0.0031899999999999997,0.009559999999999999,0.0,2.6893063563347207e-18,4.540026183841903e-18,0.0,0.0,0.0,0.0,6.660490241289255e-20,0.0,9.359075522073371e-18,0.0,3.954448686647042e-17,8.290606171582544e-17,6.359662640547305e-17,2.0737395368662909e-16,3.4909425137030276e-16,4.750432119342688e-16,3.207628270180819e-16,3.3703098968972217e-16,1.3308366212506214e-16,2.7413120811761814e-16,1.4528571448733142e-16,1.6927675516121867e-16,0.0,9.48534750214873e-18,3.775864469574123e-17,1.6387368998637552e-17,2.8757051323378767e-18,5.4172475095530045e-18,2.419918344379473e-18,5.0758010352807785e-18,0.0,1.103323646889677e-18,4.566027133840438e-18,0.0,11.83,5.25,7.88,4.16
19,20,0.0,0.00524,0.009940000000000001,0.0,0.0,0.008459999999999999,0.0,0.0,0.01061,0.0073,0.00698,0.0,0.0,0.0,0.00558,0.01013,0.007520000000000001,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.02437,0.027889999999999998,0.07729,0.21022,0.37475,0.61656,0.81729,0.93358,1.0050700000000001,0.98905,0.9459799999999999,0.0,0.0,4.320039874900189e-17,0.0,0.0,7.511743793330286e-17,2.4400998559634473e-17,1.0663569669562277e-16,5.420497586916966e-17,8.716830415772201e-17,0.0,2.3636936449041508e-17,6.188700733991371e-17,0.0,3.1552405938383506e-17,0.0,2.919568208156698e-17,0.0,0.0,6.063696028798236e-19,0.0,0.0,2.899482073623341e-17,0.0,0.0,0.0,0.0,0.0,1.0392670756162609e-16,0.0,0.0,0.0,2.0296985709059916e-16,7.002782457320549e-16,6.259022222336074e-15,13.48,4.33,10.76,4.67
32,20,0.36182,0.42876000000000003,0.50783,0.57018,0.64174,0.75683,0.85595,0.9310700000000001,0.9889700000000001,0.9815799999999999,0.98239,0.93955,0.8443,0.76098,0.64767,0.58657,0.50837,0.43343000000000004,0.3646,0.34041,0.27621,0.25755,0.23767,0.19032000000000002,0.15811,0.13892000000000002,0.12997,0.12675,0.12506,0.10629000000000001,0.07751,0.0827,0.0914,0.06039,0.05119,0.0,2.3955551849741828e-17,0.0,1.0467286226409563e-16,0.0,2.749705297306353e-17,3.2991883790434244e-17,1.7747747830436088e-17,2.961392616294518e-16,3.0045212090205766e-16,2.44850149982977e-17,1.3270670097141072e-17,0.0,1.847154764026373e-16,0.0,1.4743655261577241e-15,1.5979621494204005e-15,1.22824829528777e-15,0.0,4.765257982310759e-16,3.5437845991230976e-16,0.0,1.9214787653614666e-16,6.303053180501892e-17,0.0,1.3474166548864244e-17,1.2749597494078749e-17,2.3975827910198694e-17,0.0,0.0,2.4096124390022997e-17,0.0,3.905691278793625e-17,7.289385375618533e-17,8.890710376989167e-16,8.58,4.17,14.35,3.64
35,20,0.9993700000000001,0.9978299999999999,1.00968,1.0190299999999999,1.0001200000000001,0.98008,0.99735,1.01611,1.01636,0.9867100000000001,1.00375,0.98588,0.9967600000000001,1.0008,0.9858899999999999,0.9889600000000001,0.98675,0.9951,0.98146,1.01457,0.9967,0.9872200000000001,0.98531,0.9887600000000001,0.99297,0.9947,1.00937,0.9914799999999999,1.0176100000000001,1.0063600000000001,1.01987,0.9919899999999999,1.01276,0.9878399999999999,1.00876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01678555178859e-17,0.0,0.0,5.894420054256506e-17,4.841109565157624e-17,1.285069862847715e-16,2.311828420733868e-16,3.47561382370186e-16,3.625805924522235e-16,0.0,0.0,4.080449705643573e-17,1.4525932393559217e-16,3.905973611497141e-17,1.141932632152468e-16,0.0,5.805326593308094e-17,0.0,0.0,0.0,0.0,0.0,3.8558418247114535e-19,0.0,0.0,3.963213062656235e-15,11.36,4.61,15.41,5.12
36,20,0.16249,0.23006,0.25171,0.32025,0.36628,0.44722,0.5244300000000001,0.57911,0.66101,0.75149,0.80116,0.8806299999999999,0.92655,0.96886,0.9894299999999999,1.0135100000000001,0.9908899999999999,0.9919100000000001,0.9559,0.92575,0.8618100000000001,0.7979,0.76036,0.6665800000000001,0.61903,0.52385,0.45271999999999996,0.37874,0.34301,0.26899,0.2285,0.19814,0.1428,0.10864000000000001,0.08877,0.0,3.758999180822311e-17,6.415247735834256e-17,0.0,2.036088661236854e-16,3.599828263658756e-16,7.244209845298384e-17,0.0,0.0,1.50220753845948e-17,2.773875381079424e-17,6.994286706099113e-16,1.694371646427839e-16,0.0,0.0,7.982188896203328e-16,1.6902128820915355e-15,1.5926132333279238e-15,2.0724593345615466e-15,0.0,5.444557085330731e-16,0.0,1.0541534909247863e-15,0.0,4.546273221276474e-16,0.0,1.8822275486267463e-16,7.012971308765387e-17,0.0,9.956105073989352e-17,0.0,0.0,0.0,6.228696104685374e-16,4.1055280000817905e-15,11.16,3.59,8.48,3.83
42,20,0.03505,0.02345,0.07017999999999999,0.10479000000000001,0.11544000000000001,0.19388,0.23981,0.31169,0.392,0.4824,0.55343,0.66379,0.77963,0.85919,0.9189799999999999,0.9781799999999999,0.99672,0.9927799999999999,0.9629,0.9177200000000001,0.85245,0.7671,0.68748,0.5847600000000001,0.48596999999999996,0.4051,0.29830999999999996,0.26219000000000003,0.18313,0.12369000000000001,0.0917,0.06826,0.04671,0.015,0.03258,5.3565581207953857e-17,0.0,0.0,1.942117146814841e-16,1.7633486484373258e-16,4.2627699700322395e-17,1.0034197433329026e-16,0.0,0.0,1.9804587168151807e-16,0.0,0.0,0.0,7.840185600085444e-16,5.532345640976143e-15,1.0586664771592753e-14,1.0984674081303749e-14,0.0,8.09862350490708e-15,7.503886022069795e-15,3.2518035794341807e-15,4.385590822735626e-15,1.8802304218922644e-15,0.0,2.9883672330705e-16,9.272626272361957e-17,0.0,3.4301711370806073e-16,2.0760572870182724e-16,1.8961908553054663e-16,4.1123247241878556e-16,0.0,3.17149992310193e-16,2.331105179041667e-16,2.865966812900835e-15,8.13,4.35,6.34,3.33
48,20,0.0,0.015340000000000001,0.02792,0.038860000000000006,0.052579999999999995,0.08217999999999999,0.09647,0.13083,0.17309000000000002,0.20245,0.2742,0.30253,0.3762,0.46325,0.54852,0.61242,0.70012,0.76874,0.8591700000000001,0.90269,0.9358200000000001,0.9985700000000001,1.0184600000000001,0.98539,0.9917100000000001,0.93866,0.8865,0.84178,0.77249,0.68991,0.60536,0.52644,0.47303999999999996,0.3662,0.33638,0.0,0.0,2.1106434348036567e-14,0.0,1.7500857012165423e-14,0.0,2.9897933477170057e-14,3.143886123784358e-14,1.0241883012968658e-14,0.0,2.924023781876898e-14,0.0,0.0,0.0,5.753140862872625e-14,4.708593507785269e-14,2.2331262687520013e-14,4.8667985617823914e-14,9.438927412386572e-14,0.0,2.5888107702136763e-14,9.271916948662051e-15,1.0368026758451254e-14,0.0,1.1092950020420797e-13,2.8750157418613376e-14,0.0,8.165191876460764e-14,0.0,2.383857655744057e-14,5.613532739425218e-15,3.840047959257808e-14,5.143504542452886e-15,2.80279635609755e-13,1.5702314932398502e-12,10.54,0.25,6.34,1.82
50,20,0.23515999999999998,0.30376,0.39118,0.47918999999999995,0.58883,0.70818,0.80713,0.8674200000000001,0.9514799999999999,0.97364,0.9976,0.99956,0.9719700000000001,0.91814,0.83846,0.7295,0.6510100000000001,0.5501699999999999,0.43865,0.36671,0.28060999999999997,0.20128,0.14674,0.12178,0.05998,0.06166,0.019430000000000003,0.01926,0.01188,0.006490000000000001,0.013669999999999998,0.0,0.01462,0.0,0.00804,1.41832879877526e-17,3.965360738950157e-17,9.456857448587116e-17,1.5091815331643394e-16,4.466080959892066e-18,0.0,0.0,2.561562531525473e-17,4.10932003353632e-16,3.180447933178257e-16,2.6416445945919653e-16,5.048573315502873e-16,0.0,0.0,5.086771007201512e-16,8.779575201069871e-16,0.0,1.1044955460957912e-15,4.976318779441026e-16,1.997158897510681e-16,1.1409070991361403e-16,1.19849832041491e-16,6.226283776156349e-17,9.834237230322764e-17,2.4390922411579968e-17,0.0,1.3298040218938379e-17,1.8290903082680985e-17,0.0,1.2750748440978482e-17,0.0,0.0,0.0,1.7110731088457893e-17,1.8027373967663128e-16,10.77,4.6,7.91,2.15
52,20,0.01744,0.0,0.02079,0.0018100000000000002,0.026680000000000002,0.11037000000000001,0.27564,0.49487,0.75492,0.9540799999999999,0.9819,0.8865799999999999,0.6893699999999999,0.44581000000000004,0.2813,0.12958,0.06752000000000001,0.0325,0.024,0.00035,0.00982,0.01718,0.0,0.00221,0.00336,0.0159,0.00821,0.01069,0.00016999999999999999,0.00449,0.00551,0.0,0.0,0.008459999999999999,0.00591,0.0,0.0,0.0,0.0,1.238556198139636e-16,1.142838487335325e-16,3.471244710132312e-15,0.0,1.0427583317942549e-14,0.0,1.0005891058680003e-14,9.611041469358692e-15,1.3762269383150147e-16,1.48802592276709e-16,1.4923459175760113e-15,0.0,2.144578363786263e-15,1.6736527704897708e-15,3.153673865117096e-16,0.0,0.0,4.858645609042663e-16,0.0,1.8434388910576608e-16,0.0,0.0,0.0,8.920338300363621e-17,0.0,0.0,9.382858391531359e-17,0.0,0.0,0.0,4.910975561161071e-15,8.79,1.71,7.34,5.66
