,rho,650_src,660_src,670_src,680_src,690_src,700_src,710_src,720_src,730_src,740_src,750_src,760_src,770_src,780_src,790_src,800_src,810_src,820_src,830_src,840_src,850_src,860_src,870_src,880_src,890_src,900_src,910_src,920_src,930_src,940_src,950_src,960_src,970_src,980_src,990_src,650_dst,660_dst,670_dst,680_dst,690_dst,700_dst,710_dst,720_dst,730_dst,740_dst,750_dst,760_dst,770_dst,780_dst,790_dst,800_dst,810_dst,820_dst,830_dst,840_dst,850_dst,860_dst,870_dst,880_dst,890_dst,900_dst,910_dst,920_dst,930_dst,940_dst,950_dst,960_dst,970_dst,980_dst,990_dst,hhb,hbo2,ca,na
0,25,0.3795,0.42993000000000003,0.52076,0.5716600000000001,0.67818,0.75476,0.8358,0.9362299999999999,0.9633299999999999,1.0154100000000001,0.99865,0.94373,0.8451299999999999,0.74023,0.68776,0.57697,0.51536,0.43508,0.36501,0.34935,0.30038000000000004,0.26992,0.23192,0.21998,0.1992,0.14493,0.1315,0.12442,0.10786,0.11984000000000002,0.09851,0.10965,0.07424,0.07777,0.05536,2.447757668407173e-18,1.894577717150003e-18,0.0,6.412912930887894e-18,1.0985587814867151e-17,8.907142102316172e-19,0.0,0.0,0.0,0.0,5.901744619723297e-18,0.0,1.1768115353175943e-18,0.0,5.557491769121882e-17,1.0464981394291524e-16,0.0,7.236748035421075e-17,4.0216097470845165e-17,2.3974885755752314e-17,1.870152576719497e-17,1.8089204640083025e-17,0.0,0.0,2.6262164932721597e-18,0.0,3.527371055958131e-18,0.0,6.45556356054237e-19,0.0,0.0,0.0,1.0675043174963164e-18,5.9989489581418675e-18,4.3785130733854596e-17,5.59,4.32,8.92,4.29
2,25,0.0,0.032889999999999996,0.02416,0.0361,0.058429999999999996,0.09015,0.14944000000000002,0.18578,0.25584,0.30445,0.38961999999999997,0.50472,0.56934,0.67742,0.7972,0.8759299999999999,0.9278299999999999,0.99498,0.98682,0.98988,0.95101,0.8985299999999999,0.79813,0.68262,0.58043,0.46221999999999996,0.39113000000000003,0.27879,0.1907,0.16602999999999998,0.11617000000000001,0.06744,0.02343,0.03926,0.03136,1.6774445909993685e-19,3.7635896511584985e-20,0.0,0.0,0.0,0.0,8.981651132918097e-19,1.9446830876766647e-19,8.126906793485227e-19,2.1832001189395967e-19,3.349335091877314e-19,0.0,0.0,2.6309607213685246e-18,0.0,0.0,9.912979417743253e-18,1.1127468916885555e-17,0.0,0.0,0.0,1.2602388018347483e-19,0.0,0.0,3.876159440643132e-18,4.629124827699046e-18,1.4094133246123881e-18,3.2374801151566597e-18,0.0,0.0,0.0,0.0,0.0,1.3297248104205658e-18,0.0,10.64,3.0,8.4,5.16
5,25,0.02976,0.03531,0.0118,0.03343,0.045239999999999995,0.03576,0.053470000000000004,0.02968,0.04358,0.0527,0.04083,0.046360000000000005,0.06838,0.060270000000000004,0.06534,0.10097,0.10017999999999999,0.1292,0.14248,0.16978,0.19222999999999998,0.25553000000000003,0.30121,0.35481999999999997,0.44096,0.5707899999999999,0.71851,0.85236,0.9912200000000001,0.99759,0.93745,0.78201,0.64607,0.505,0.39999,0.0,0.0,0.0,0.0,0.0,0.0,9.166383880632542e-19,0.0,5.452492664674414e-19,0.0,1.1663827663795975e-18,0.0,1.1174197222529423e-18,0.0,0.0,7.809994064428297e-19,0.0,8.159470662268373e-19,2.8796699886686107e-20,0.0,0.0,0.0,1.2913540872776747e-19,1.095620114767467e-18,3.797478767406502e-19,0.0,3.749522953113606e-18,0.0,1.076966360119946e-18,1.8205078661049973e-18,2.682565789053847e-18,0.0,0.0,8.175377318049412e-18,7.686989460096468e-17,9.15,4.11,9.04,6.02
7,25,0.037489999999999996,0.03493,0.07952999999999999,0.09258999999999999,0.14327,0.21181,0.27926999999999996,0.35796,0.46093,0.53271,0.65986,0.72802,0.82486,0.92066,0.9507,0.97849,1.0130299999999999,0.96819,0.9374600000000001,0.8351700000000001,0.77369,0.68277,0.56045,0.48123999999999995,0.38734,0.29841,0.21611999999999998,0.17132999999999998,0.12209,0.09139,0.062270000000000006,0.04374,0.02534,0.00853,0.0,0.0,2.3316776765298288e-18,0.0,2.7149174611532847e-18,1.4688285763607172e-18,2.141041913274613e-18,1.3675753427249579e-18,0.0,0.0,9.021689367845828e-19,3.859944990120769e-17,0.0,3.2794068353746434e-17,5.782926591514889e-17,4.9659554124094576e-17,9.183819271961418e-17,1.5072436421566231e-16,9.355989170125328e-17,1.4452947275927208e-16,6.723009887254288e-17,0.0,4.659004100147835e-18,4.8203051644706417e-17,0.0,2.1841053952310483e-19,4.488661925203968e-19,9.023918449339263e-19,1.273971704223648e-17,1.164346595903628e-18,0.0,1.846158635263545e-18,2.910491816833728e-18,7.935297006961637e-19,0.0,0.0,8.27,1.96,11.47,2.52
9,25,0.0,0.00084,0.0032600000000000003,0.0,0.0225,0.01376,0.03809,0.06749,0.11427000000000001,0.17415999999999998,0.26965,0.38938,0.50807,0.67994,0.85429,1.00015,0.98085,0.79367,0.42589,0.17323,0.035930000000000004,0.02072,0.0,0.013040000000000001,0.0,0.0,4e-05,0.0,0.012190000000000001,0.0,0.00201,0.0,0.00299,0.0,0.0,2.7238552716062147e-20,3.7951264715042313e-19,0.0,3.4963132346761307e-19,0.0,0.0,0.0,3.7524369293518666e-20,1.4598764553321234e-19,0.0,2.0109265620500039e-19,3.173565759031875e-19,0.0,0.0,6.297200131156461e-18,2.241651998983258e-17,2.4122754896947138e-17,1.9352509542946195e-17,4.66872089137276e-18,3.484128400966768e-18,4.354182877188952e-19,0.0,0.0,6.552346180958523e-20,0.0,3.552490876461293e-19,0.0,5.516710130145389e-20,0.0,0.0,0.0,0.0,1.3598100682226254e-19,3.8185509089294117e-19,0.0,8.86,4.04,6.74,4.38
10,25,0.11169000000000001,0.1191,0.10377,0.10562,0.12959,0.12863,0.14783,0.16877,0.19086,0.19036,0.20826,0.24681,0.2605,0.2873,0.34511,0.35491,0.41902,0.47452,0.52075,0.6147100000000001,0.64795,0.72607,0.81868,0.89684,0.9562299999999999,1.00203,0.9848399999999999,0.9971899999999999,0.9536100000000001,0.8942700000000001,0.8301799999999999,0.72397,0.66697,0.5846,0.5140600000000001,4.0737355549956647e-22,0.0,0.0,6.999388801580065e-20,0.0,1.2175247075164188e-19,5.421596750753798e-20,1.6617808673187732e-19,9.387455258572976e-20,8.615810835571005e-20,0.0,1.6843407662385148e-19,7.394716570861926e-21,1.2004909363386883e-19,0.0,2.657625472243827e-19,4.138913444789301e-20,3.8676813053087617e-19,2.526629219426003e-19,0.0,0.0,4.199303079001896e-19,1.6730740781955699e-19,3.972854289715e-19,1.0414030572370096e-19,4.468670230215363e-19,0.0,0.0,0.0,0.0,0.0,3.9200797690150155e-19,0.0,0.0,8.721555796029411e-18,12.98,4.21,14.07,1.72
14,25,0.00715,0.0289,0.04633,0.03809,0.05754,0.11400999999999999,0.14106,0.21425999999999998,0.25365,0.35943,0.43682,0.53647,0.63166,0.7286699999999999,0.81794,0.9249,0.9666,1.0196100000000001,1.0009299999999999,0.9804,0.90241,0.82475,0.75837,0.64079,0.5484600000000001,0.42565,0.34831,0.2648,0.17705,0.13982,0.111,0.07296,0.04653,0.03921,0.01463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8294072790241156e-21,2.5873431795625787e-19,0.0,0.0,1.0467830602540724e-19,1.2361470284911892e-19,0.0,0.0,0.0,1.0414548617191215e-18,7.69475689996545e-19,2.2716536618713916e-20,2.5763518727201957e-20,1.0538052399171758e-20,6.449758192186982e-20,0.0,0.0,0.0,7.193696797241987e-20,0.0,5.336273940891665e-20,0.0,3.8471713335043616e-20,0.0,9.414349834031773e-20,4.387524002202919e-19,10.73,4.99,10.84,3.49
15,25,0.18028,0.24413,0.31578,0.38489,0.46952,0.55625,0.65027,0.75158,0.8054100000000001,0.8860600000000001,0.93745,0.99555,1.00184,0.97669,0.96401,0.8937299999999999,0.8247899999999999,0.74121,0.66774,0.59119,0.48473999999999995,0.41616000000000003,0.31674,0.2668,0.18816,0.16485,0.09799,0.09627999999999999,0.046830000000000004,0.05432000000000001,0.042839999999999996,0.0325,0.0,0.00594,0.0,7.210768012081512e-17,0.0,7.78037959141896e-17,6.983940294149318e-17,4.8353125006377765e-17,0.0,0.0,0.0,3.3149486654969536e-16,0.0,3.142122096677011e-17,0.0,4.356642857215086e-17,7.04486887062374e-16,1.5138254751585488e-15,4.02994593204931e-15,5.022265065044982e-15,0.0,0.0,0.0,0.0,8.2705976938406e-16,5.248287739067499e-16,1.0914521623125914e-16,2.705049382483156e-17,9.534020846055224e-17,1.148861021058317e-16,7.467687005470743e-17,1.157988236612577e-16,0.0,6.937455709792759e-17,9.897060795865642e-17,0.0,0.0,2.0632055231579183e-17,4.94,1.85,11.05,1.41
16,25,0.0,0.0,0.0,0.0,0.0048,0.0,0.00109,0.01379,0.00488,0.027280000000000002,0.06205,0.13918,0.21696999999999997,0.34592,0.47871,0.6335,0.82804,0.95396,0.99828,0.93622,0.71585,0.48412,0.2464,0.10074,0.0184,0.019,0.0,0.013340000000000001,0.00318,0.01707,0.0,0.0169,0.0,0.0,0.00878,1.4711777253589824e-19,4.290674212533359e-22,0.0,0.0,2.424864059959589e-19,0.0,0.0,0.0,0.0,3.132528345221822e-19,1.3167702784801882e-19,1.3019774454850572e-19,0.0,6.970818068759617e-20,1.4278540350871018e-18,9.177383169493492e-18,1.3846332658966865e-17,1.4776297208641295e-17,1.0875176498484987e-17,5.550767533178823e-18,0.0,2.80217729289556e-18,4.599634602171043e-19,1.9066378571604343e-20,0.0,0.0,0.0,0.0,0.0,1.54034766204264e-19,0.0,0.0,0.0,0.0,1.6943105083979187e-18,8.09,4.62,9.06,5.19
20,25,0.0,0.012329999999999999,0.00614,0.0,0.00541,0.0,0.013319999999999999,0.0,0.0,0.018940000000000002,0.01281,0.02028,0.04531,0.08301,0.14099,0.21641999999999997,0.32519000000000003,0.43859,0.57324,0.7430899999999999,0.8993,1.0038200000000002,0.97472,0.8321799999999999,0.53081,0.25981,0.06706000000000001,0.0048,0.0,0.0,0.0179,0.0,0.00784,0.01952,0.01174,0.0,1.1342854049451072e-19,0.0,0.0,0.0,0.0,0.0,5.114846615269349e-20,0.0,0.0,5.554527102036314e-21,0.0,0.0,1.52869662158856e-19,7.504766919792274e-19,0.0,6.3869204061285724e-18,6.3875040711592146e-18,4.953125402168511e-18,5.5980833148297035e-18,2.757734108994913e-18,7.072513313079264e-18,1.097915823731672e-18,7.69021604828337e-19,8.660930102469543e-20,8.660697112851263e-19,0.0,1.3401236864586518e-19,3.067496625976933e-20,0.0,1.3019874417726322e-19,4.439019385238938e-20,0.0,5.17512721817082e-19,1.939659447139599e-18,8.2,5.41,6.65,1.97
